Timestamp,Power,Result,PatternRIS0
2025-11-16T15:07:39.390016,10.0,-78.86530343821265,0
2025-11-16T16:37:56.694167,10.0,-68.19778351729676,0
2025-11-16T16:37:56.714224,10.0,-63.88524211857661,0
2025-11-16T16:37:56.718360,10.0,-72.60278010017393,0
2025-11-16T16:37:56.726888,10.0,-77.81867958142563,0
2025-11-16T16:37:56.730898,10.0,-68.24193510434829,0
2025-11-16T16:37:56.733896,10.0,-62.277277413006495,0
2025-11-16T16:37:56.744437,10.0,-70.42036358940308,0
2025-11-16T16:37:56.748950,10.0,-61.46217584536684,0
2025-11-16T16:37:56.752068,10.0,-60.859212899966266,0
2025-11-16T16:37:56.757587,10.0,-77.72352827439289,0
2025-11-16T16:37:56.767089,10.0,-73.43377401682821,0
2025-11-16T16:37:56.771089,10.0,-60.83782548940747,0
2025-11-16T16:37:56.774091,10.0,-72.65450194059473,0
2025-11-16T16:37:56.778616,10.0,-75.17604192463381,0
2025-11-16T16:37:56.781611,10.0,-78.55141119203563,0
2025-11-16T16:37:56.788151,10.0,-61.727362619145914,0
2025-11-16T16:37:56.793161,10.0,-64.22147918858481,0
2025-11-16T16:37:56.796678,10.0,-60.55645446948395,0
2025-11-16T16:37:56.799227,10.0,-75.46215674960868,0
2025-11-16T16:37:56.802229,10.0,-65.39926761503251,0
2025-11-16T16:37:56.805227,10.0,-60.18072947939771,0
2025-11-16T16:37:56.812748,10.0,-77.84296386365537,0
2025-11-16T16:37:56.816269,10.0,-60.1668361407384,0
2025-11-16T16:37:56.820270,10.0,-71.7428368860496,0
2025-11-16T16:37:56.823273,10.0,-75.96334001575559,0
2025-11-16T16:37:56.826805,10.0,-69.00505811601711,0
2025-11-16T16:37:56.830795,10.0,-75.01923235335538,0
2025-11-16T16:37:56.832797,10.0,-60.37990965508929,0
2025-11-16T16:37:56.840334,10.0,-64.68187272180862,0
2025-11-16T16:37:56.845337,10.0,-72.26086483249948,0
2025-11-16T16:37:56.847863,10.0,-72.04048607943716,0
2025-11-16T16:37:56.850864,10.0,-74.91591974106045,0
2025-11-16T16:37:56.853863,10.0,-68.38969979861291,0
2025-11-16T16:37:56.856390,10.0,-77.98776773449242,0
2025-11-16T16:37:56.860392,10.0,-73.99467108414771,0
2025-11-16T16:37:56.863386,10.0,-62.51220531478411,0
2025-11-16T16:37:56.869899,10.0,-70.72212015378898,0
2025-11-16T16:37:56.873902,10.0,-65.01522063904405,0
2025-11-16T16:37:56.878432,10.0,-62.95401304285084,0
2025-11-16T16:37:56.881432,10.0,-67.14460247832345,0
2025-11-16T16:37:56.884436,10.0,-70.18666036238548,0
2025-11-16T16:37:56.886999,10.0,-75.82828324096924,0
2025-11-16T16:37:56.890004,10.0,-60.491197580518744,0
2025-11-16T16:37:56.895002,10.0,-62.48805862072882,0
2025-11-16T16:37:56.897521,10.0,-64.51059725996657,0
2025-11-16T16:37:56.903523,10.0,-63.77335456679424,0
2025-11-16T16:37:56.907080,10.0,-63.91755475465921,0
2025-11-16T16:37:56.911598,10.0,-69.86538139222515,0
2025-11-16T16:37:56.913592,10.0,-64.74344082347056,0
2025-11-16T16:37:56.917119,10.0,-76.09130923298355,0
2025-11-16T16:37:56.920119,10.0,-77.2074561980969,0
2025-11-16T16:37:56.923122,10.0,-71.40113782602226,0
2025-11-16T16:37:56.927673,10.0,-74.12816812361474,0
2025-11-16T16:37:56.930670,10.0,-76.74848445251455,0
2025-11-16T16:37:56.932673,10.0,-64.99647308331878,0
2025-11-16T16:37:56.939207,10.0,-65.02214131110541,0
2025-11-16T16:37:56.943234,10.0,-61.15225707668392,0
2025-11-16T16:37:56.946749,10.0,-76.29043418426185,0
2025-11-16T16:37:56.949753,10.0,-77.78827639098643,0
2025-11-16T16:37:56.951755,10.0,-70.85950675845595,0
2025-11-16T16:37:56.954753,10.0,-66.86250864083354,0
2025-11-16T16:37:56.958303,10.0,-62.03377983114748,0
2025-11-16T16:37:56.962275,10.0,-72.45392388847998,0
2025-11-16T16:37:56.965279,10.0,-77.12713491629512,0
2025-11-16T16:37:56.967804,10.0,-62.934788338749954,0
2025-11-16T16:37:56.970802,10.0,-78.49602639194558,0
2025-11-16T16:37:56.979343,10.0,-66.87811664174038,0
2025-11-16T16:37:56.982340,10.0,-63.33351196514957,0
2025-11-16T16:37:56.985865,10.0,-61.88806034271791,0
2025-11-16T16:37:56.987874,10.0,-76.71165834809693,0
2025-11-16T16:37:56.990874,10.0,-67.6170604866143,0
2025-11-16T16:37:56.995394,10.0,-73.63504454618719,0
2025-11-16T16:37:56.998410,10.0,-71.7921485642382,0
2025-11-16T16:37:57.000414,10.0,-61.45616867095288,0
2025-11-16T16:37:57.002937,10.0,-78.9231685286763,0
2025-11-16T16:37:57.006470,10.0,-73.3269759645362,0
2025-11-16T16:37:57.010479,10.0,-75.2758309869228,0
2025-11-16T16:37:57.013460,10.0,-78.45447155356352,0
2025-11-16T16:37:57.020988,10.0,-69.3583615550936,0
2025-11-16T16:37:57.025526,10.0,-73.85638975460418,0
2025-11-16T16:37:57.029529,10.0,-66.27370189665776,0
2025-11-16T16:37:57.031531,10.0,-76.44130796443713,0
2025-11-16T16:37:57.033530,10.0,-64.93349488249115,0
2025-11-16T16:37:57.037074,10.0,-71.60788809597872,0
2025-11-16T16:37:57.041082,10.0,-77.05830084414885,0
2025-11-16T16:37:57.045593,10.0,-71.57246085377871,0
2025-11-16T16:37:57.048107,10.0,-69.79096421776285,0
2025-11-16T16:37:57.052130,10.0,-78.55438105085388,0
2025-11-16T16:37:57.055626,10.0,-63.829435709077615,0
2025-11-16T16:37:57.059656,10.0,-75.24479312356,0
2025-11-16T16:37:57.063644,10.0,-73.36035662338308,0
2025-11-16T16:37:57.091249,10.0,-63.375614142758465,0
2025-11-16T16:37:57.102167,10.0,-72.52103153147004,0
2025-11-16T16:37:57.108479,10.0,-63.9588827339983,0
2025-11-16T16:37:57.115993,10.0,-79.09948712013365,0
2025-11-16T16:37:57.122003,10.0,-75.72331191249162,0
