Timestamp,Step,Power,Result
2025-11-10T09:49:18.053627,1,-15.0,-66.91795993313897
2025-11-10T12:40:45.200287,1,-15.0,-75.02154679420485
2025-11-10T12:52:05.393361,1,-15.0,-60.585914919898684
2025-11-10T12:53:21.226799,1,-15.0,-77.02742721227588
2025-11-10T12:54:49.279753,1,-15.0,-70.6368767798363
2025-11-10T12:56:02.251939,1,-15.0,-69.67993844813411
2025-11-10T12:56:27.374696,1,-15.0,-77.87263245919998
2025-11-10T12:58:33.082111,1,-15.0,-73.65497268984068
2025-11-10T13:06:02.742780,1,-15.0,-63.260712807999994
2025-11-10T13:07:23.244943,1,-15.0,-74.54362116696969
2025-11-10T13:08:06.517904,1,-15.0,-63.732954529039525
2025-11-10T13:08:58.202676,1,-15.0,-76.51614930885513
2025-11-10T13:14:07.487524,1,-15.0,-61.27538710679596
2025-11-10T13:14:11.730197,1,-15.0,-71.46613467635545
2025-11-10T13:14:14.897573,1,-15.0,-70.82144370573063
2025-11-10T13:14:18.072487,1,-15.0,-70.95539197377249
2025-11-10T13:14:22.777790,1,-15.0,-67.94269448151145
2025-11-10T13:14:31.440356,1,-15.0,-73.37906542698869
