Timestamp,Power,Result,PatternRIS0
2025-11-12T10:15:36.868603,10.0,-66.26431694763733,0
2025-11-12T10:24:25.620721,10.0,-62.4403180931906,0
2025-11-12T10:24:25.629066,10.0,-64.50532130303573,1
2025-11-12T10:24:25.637242,10.0,-77.89326955627705,2
2025-11-12T10:24:25.646243,10.0,-67.08843673456039,3
2025-11-12T10:24:25.655254,10.0,-61.755691134262484,4
2025-11-12T10:24:25.663256,10.0,-67.97894465297365,5
2025-11-12T10:24:25.671018,10.0,-74.19430248340802,6
2025-11-12T10:24:25.678018,10.0,-61.644162104989164,7
2025-11-12T10:24:25.684018,10.0,-63.21923035437258,8
2025-11-12T10:24:25.692018,10.0,-60.19908212505338,9
2025-11-12T10:24:25.698020,10.0,-66.23913805860661,10
2025-11-12T10:24:25.704019,10.0,-60.56695049885017,11
2025-11-12T10:24:25.711019,10.0,-72.37605758484263,12
2025-11-12T10:24:25.720542,10.0,-78.67062230922389,13
2025-11-12T10:24:25.729548,10.0,-60.281578449449555,14
2025-11-12T10:24:25.737539,10.0,-63.52350721677813,15
2025-11-12T10:24:25.746547,10.0,-72.69711472357045,16
2025-11-12T10:24:25.754550,10.0,-67.88397313337315,17
2025-11-12T10:24:25.761551,10.0,-77.07404620906783,18
2025-11-12T10:24:25.770617,10.0,-62.04245430343711,19
2025-11-12T10:24:25.779614,10.0,-78.43530083419441,20
2025-11-12T10:24:25.786615,10.0,-76.70562940722752,21
2025-11-12T10:24:25.792615,10.0,-67.52628234119808,22
2025-11-12T10:24:25.800614,10.0,-74.81736271010315,23
2025-11-12T10:24:25.806611,10.0,-73.83589415103316,24
2025-11-12T10:24:25.812130,10.0,-62.132391012298115,25
2025-11-12T10:24:25.818132,10.0,-74.65975963483365,26
2025-11-12T10:24:25.824133,10.0,-62.74544301156375,27
2025-11-12T10:24:25.830132,10.0,-65.25410917045195,28
2025-11-12T10:24:25.837132,10.0,-64.95259719060138,29
2025-11-12T10:24:25.842484,10.0,-74.0036948666154,30
2025-11-12T11:38:41.463144,10.0,-67.86611580321185,0
2025-11-12T11:38:41.479512,10.0,-63.13258644574463,1
2025-11-12T11:38:41.493982,10.0,-67.69979535844803,2
2025-11-12T11:38:41.508895,10.0,-75.56333993455522,3
2025-11-12T11:38:41.523752,10.0,-71.77794494137109,4
2025-11-12T11:38:41.539872,10.0,-66.41611899133704,5
2025-11-12T11:38:41.554873,10.0,-60.673346127801196,6
2025-11-12T11:38:41.568942,10.0,-65.11542349824683,7
2025-11-12T11:38:41.583903,10.0,-78.58624340733807,8
2025-11-12T11:38:41.613537,10.0,-74.42891317640841,9
2025-11-12T11:38:41.632343,10.0,-68.84134133428552,10
2025-11-12T11:38:41.647466,10.0,-78.31654705896312,11
2025-11-12T11:38:41.666300,10.0,-77.1936938493082,12
2025-11-12T11:38:41.681631,10.0,-75.20577683184351,13
2025-11-12T11:38:41.716919,10.0,-70.04227508065468,14
2025-11-12T11:38:41.735900,10.0,-68.22808606623644,15
2025-11-12T11:38:41.748645,10.0,-78.5321168293584,16
2025-11-12T11:38:41.759179,10.0,-68.07935805789775,17
2025-11-12T11:38:41.771794,10.0,-79.71375188720863,18
2025-11-12T11:38:41.786454,10.0,-78.28425739342964,19
2025-11-12T11:38:41.797985,10.0,-63.85212253565932,20
2025-11-12T11:38:41.809395,10.0,-62.29254154062411,21
2025-11-12T11:38:41.819146,10.0,-76.682975306023,22
2025-11-12T11:38:41.831740,10.0,-60.1391734778082,23
2025-11-12T11:38:41.844869,10.0,-72.73586512311978,24
2025-11-12T11:38:41.857937,10.0,-66.68918822236034,25
2025-11-12T11:38:41.868190,10.0,-61.07036032089425,26
2025-11-12T11:38:41.880830,10.0,-63.632099749015275,27
2025-11-12T11:38:41.893379,10.0,-60.09163421026998,28
2025-11-12T11:38:41.902991,10.0,-65.44489193931838,29
2025-11-12T11:38:41.914638,10.0,-72.27499126212197,30
2025-11-12T11:39:20.423745,10.0,-69.19182960143081,0
2025-11-12T11:39:20.438646,10.0,-60.963191061263736,1
2025-11-12T11:39:20.451478,10.0,-79.75614553149538,2
2025-11-12T11:39:20.465734,10.0,-78.55337039070446,3
2025-11-12T11:39:20.479896,10.0,-69.53452956252465,4
2025-11-12T11:39:20.493536,10.0,-65.79453424416141,5
2025-11-12T11:39:20.509731,10.0,-71.15166120669964,6
2025-11-12T11:39:20.523866,10.0,-75.38412904610423,7
2025-11-12T11:39:20.540928,10.0,-61.49939909872306,8
2025-11-12T11:39:20.554642,10.0,-71.66063766839247,9
2025-11-12T11:39:20.569333,10.0,-73.65094409588323,10
2025-11-12T11:39:20.581890,10.0,-69.82724314037965,11
2025-11-12T11:39:20.597382,10.0,-71.94258648544563,12
2025-11-12T11:39:20.612371,10.0,-69.03962669535318,13
2025-11-12T11:39:20.627554,10.0,-72.84439333178024,14
2025-11-12T11:39:20.641533,10.0,-74.78458736600219,15
2025-11-12T11:39:20.655730,10.0,-70.58860434554322,16
2025-11-12T11:39:20.669294,10.0,-68.99259385043466,17
2025-11-12T11:39:20.682047,10.0,-61.53458788488783,18
2025-11-12T11:39:20.694827,10.0,-64.75415521529999,19
2025-11-12T11:39:20.708792,10.0,-77.40958861742854,20
2025-11-12T11:39:20.722612,10.0,-73.31384977428014,21
2025-11-12T11:39:20.733933,10.0,-68.05093821223427,22
2025-11-12T11:39:20.748833,10.0,-61.19461184506911,23
2025-11-12T11:39:20.762482,10.0,-70.42832445337974,24
2025-11-12T11:39:20.774433,10.0,-64.18129428038525,25
2025-11-12T11:39:20.788069,10.0,-66.26356729779081,26
2025-11-12T11:39:20.800910,10.0,-79.53670171459427,27
2025-11-12T11:39:20.814502,10.0,-78.56120260748472,28
2025-11-12T11:39:20.828604,10.0,-62.55180672305219,29
2025-11-12T11:39:20.841139,10.0,-74.62388629569251,30
2025-11-12T11:39:40.733135,10.0,-75.19028774508571,0
2025-11-12T11:39:40.748883,10.0,-61.978493170984045,1
2025-11-12T11:39:40.761005,10.0,-63.678380863952825,2
2025-11-12T11:39:40.774704,10.0,-75.74310928072184,3
2025-11-12T11:39:40.789758,10.0,-79.05840229710272,4
2025-11-12T11:39:40.801886,10.0,-64.57875767277409,5
2025-11-12T11:39:40.813945,10.0,-61.14161902376422,6
2025-11-12T11:39:40.827007,10.0,-79.77121203608552,7
2025-11-12T11:39:40.840537,10.0,-64.83354913449286,8
2025-11-12T11:39:40.852659,10.0,-70.12299527467617,9
2025-11-12T11:39:40.863678,10.0,-71.95626131380797,10
2025-11-12T11:39:40.876547,10.0,-61.29864244082011,11
2025-11-12T11:39:40.889100,10.0,-68.69367417046215,12
2025-11-12T11:39:40.900903,10.0,-79.5683401296224,13
2025-11-12T11:39:40.911694,10.0,-74.68181277215501,14
2025-11-12T11:39:40.924655,10.0,-65.54230987781288,15
2025-11-12T11:39:40.937939,10.0,-68.40199244390695,16
2025-11-12T11:39:40.948649,10.0,-68.75784458795735,17
2025-11-12T11:39:40.960667,10.0,-63.41605880378388,18
2025-11-12T11:39:40.972551,10.0,-69.56097287513713,19
2025-11-12T11:39:40.985701,10.0,-63.220112903768474,20
2025-11-12T11:39:40.998817,10.0,-70.49362110151313,21
2025-11-12T11:39:41.011494,10.0,-77.67430885333638,22
2025-11-12T11:39:41.024675,10.0,-66.16704913726561,23
2025-11-12T11:39:41.037902,10.0,-62.5019665014505,24
2025-11-12T11:39:41.049438,10.0,-75.95522612322095,25
2025-11-12T11:39:41.060821,10.0,-77.58558930509423,26
2025-11-12T11:39:41.074107,10.0,-62.59394657265889,27
2025-11-12T11:39:41.086449,10.0,-64.78254088260479,28
2025-11-12T11:39:41.096947,10.0,-68.8664137471056,29
2025-11-12T11:39:41.110694,10.0,-72.37340956994254,30
2025-11-12T11:39:45.203882,10.0,-61.65843088751676,0
2025-11-12T11:39:45.215644,10.0,-76.66926558453576,1
2025-11-12T11:39:45.230200,10.0,-62.88660614973796,2
2025-11-12T11:39:45.241740,10.0,-65.38727330030416,3
2025-11-12T11:39:45.253580,10.0,-75.37870958499067,4
2025-11-12T11:39:45.265704,10.0,-72.97382431449911,5
2025-11-12T11:39:45.279152,10.0,-69.5416477933422,6
2025-11-12T11:39:45.291655,10.0,-70.65304731769909,7
2025-11-12T11:39:45.305334,10.0,-62.89673898753074,8
2025-11-12T11:39:45.316880,10.0,-75.42591104152676,9
2025-11-12T11:39:45.331427,10.0,-77.57572554916639,10
2025-11-12T11:39:45.344116,10.0,-72.54621082212273,11
2025-11-12T11:39:45.357336,10.0,-66.96351803689352,12
2025-11-12T11:39:45.367868,10.0,-65.39542192614645,13
2025-11-12T11:39:45.379905,10.0,-60.77631869207141,14
2025-11-12T11:39:45.391449,10.0,-73.38460244408186,15
2025-11-12T11:39:45.404053,10.0,-65.04185032526283,16
2025-11-12T11:39:45.418943,10.0,-62.24133520528946,17
2025-11-12T11:39:45.431938,10.0,-71.63974222433055,18
2025-11-12T11:39:45.445485,10.0,-79.44369771221699,19
2025-11-12T11:39:45.460924,10.0,-72.15119995617991,20
2025-11-12T11:39:45.473583,10.0,-62.19437641289886,21
2025-11-12T11:39:45.485723,10.0,-78.11377592409436,22
2025-11-12T11:39:45.499335,10.0,-75.17793706473722,23
2025-11-12T11:39:45.511797,10.0,-63.331814916033714,24
2025-11-12T11:39:45.526646,10.0,-61.96102958582103,25
2025-11-12T11:39:45.539252,10.0,-75.02637337092702,26
2025-11-12T11:39:45.549867,10.0,-64.24324945378454,27
2025-11-12T11:39:45.564232,10.0,-70.87417414400204,28
2025-11-12T11:39:45.578477,10.0,-67.46936019591394,29
2025-11-12T11:39:45.592634,10.0,-68.8834992981931,30
2025-11-12T11:41:25.201768,10.0,-70.51965054613659,0
2025-11-12T11:41:25.218910,10.0,-67.21791018894278,1
2025-11-12T11:41:25.230139,10.0,-77.32513791758336,2
2025-11-12T11:41:25.242647,10.0,-66.56629024978015,3
2025-11-12T11:41:25.257199,10.0,-73.05433624541753,4
2025-11-12T11:41:25.270633,10.0,-64.15970677887164,5
2025-11-12T11:41:25.284159,10.0,-76.9023668233065,6
2025-11-12T11:41:25.296562,10.0,-65.17791858504557,7
2025-11-12T11:41:25.311244,10.0,-79.42701829482128,8
2025-11-12T11:41:25.324066,10.0,-70.17149462339472,9
2025-11-12T11:41:25.337464,10.0,-67.45288837036188,10
2025-11-12T11:41:25.350491,10.0,-69.4051535840997,11
2025-11-12T11:41:25.363018,10.0,-67.14788607310443,12
2025-11-12T11:41:25.373798,10.0,-73.70016148371799,13
2025-11-12T11:41:25.388381,10.0,-72.01883725617735,14
2025-11-12T11:41:25.399044,10.0,-75.96209499020064,15
2025-11-12T11:41:25.411520,10.0,-79.99241994973934,16
2025-11-12T11:41:25.422840,10.0,-67.57256815621959,17
2025-11-12T11:41:25.436311,10.0,-66.94375171075478,18
2025-11-12T11:41:25.450649,10.0,-61.088175815912265,19
2025-11-12T11:41:25.466250,10.0,-65.94987704343615,20
2025-11-12T11:41:25.480773,10.0,-63.57809839026014,21
2025-11-12T11:41:25.494942,10.0,-69.90879427956129,22
2025-11-12T11:41:25.507312,10.0,-76.47512557934016,23
2025-11-12T11:41:25.521938,10.0,-68.19392890804224,24
2025-11-12T11:41:25.536145,10.0,-60.63274894194592,25
2025-11-12T11:41:25.548429,10.0,-63.5283834801505,26
2025-11-12T11:41:25.562958,10.0,-70.82390554758692,27
2025-11-12T11:41:25.577401,10.0,-70.44913889008346,28
2025-11-12T11:41:25.593075,10.0,-77.13301041932083,29
2025-11-12T11:41:25.607410,10.0,-75.81938636311031,30
2025-11-12T12:00:55.462569,10.0,-70.63622277949801,0
2025-11-12T12:00:55.477306,10.0,-61.53185384475756,1
2025-11-12T12:00:55.492726,10.0,-72.02339249380458,2
2025-11-12T12:00:55.509217,10.0,-67.3000562995,3
2025-11-12T12:00:55.522752,10.0,-64.13641929064481,4
2025-11-12T12:00:55.537847,10.0,-76.98778722921554,5
2025-11-12T12:00:55.551952,10.0,-69.54273551404646,6
2025-11-12T12:00:55.566881,10.0,-70.49319813433573,7
2025-11-12T12:00:55.581861,10.0,-62.425472405834576,8
2025-11-12T12:00:55.596410,10.0,-68.12691915493915,9
2025-11-12T12:00:55.608945,10.0,-70.32391898772666,10
2025-11-12T12:00:55.622668,10.0,-75.09601548225767,11
2025-11-12T12:00:55.634216,10.0,-67.01613209542468,12
2025-11-12T12:00:55.647736,10.0,-66.8452348712986,13
2025-11-12T12:00:55.661394,10.0,-65.40677850105887,14
2025-11-12T12:00:55.679366,10.0,-60.5475544203415,15
2025-11-12T12:00:55.693494,10.0,-65.56343208720796,16
2025-11-12T12:00:55.704289,10.0,-67.67987586738415,17
2025-11-12T12:00:55.716185,10.0,-74.75205381879849,18
2025-11-12T12:00:55.728305,10.0,-62.92679918097103,19
2025-11-12T12:00:55.740938,10.0,-76.95956867475303,20
2025-11-12T12:00:55.751507,10.0,-68.57481980562332,21
2025-11-12T12:00:55.763604,10.0,-68.42509448976872,22
2025-11-12T12:00:55.775673,10.0,-61.68581825947719,23
2025-11-12T12:00:55.786202,10.0,-65.63057581677282,24
2025-11-12T12:00:55.797324,10.0,-61.55093426829574,25
2025-11-12T12:00:55.809395,10.0,-75.46118694223206,26
2025-11-12T12:00:55.820292,10.0,-60.38812361570813,27
2025-11-12T12:00:55.831115,10.0,-64.44442831933921,28
2025-11-12T12:00:55.843384,10.0,-76.44169541394402,29
2025-11-12T12:00:55.854873,10.0,-66.3167778802025,30
2025-11-12T12:00:59.432607,10.0,-78.13626816530953,0
2025-11-12T12:00:59.446329,10.0,-69.63178120025806,1
2025-11-12T12:00:59.460273,10.0,-62.8255434265821,2
2025-11-12T12:00:59.476292,10.0,-62.8832717328668,3
2025-11-12T12:00:59.489471,10.0,-63.17455003460112,4
2025-11-12T12:00:59.504412,10.0,-73.24683916313488,5
2025-11-12T12:00:59.519255,10.0,-62.69627181308688,6
2025-11-12T12:00:59.531648,10.0,-79.02201223568557,7
2025-11-12T12:00:59.546349,10.0,-75.67964809215542,8
2025-11-12T12:00:59.558691,10.0,-72.6343856065195,9
2025-11-12T12:00:59.571606,10.0,-78.55431468100963,10
2025-11-12T12:00:59.586316,10.0,-67.42670958954025,11
2025-11-12T12:00:59.596786,10.0,-71.18620825290765,12
2025-11-12T12:00:59.610419,10.0,-63.9202012961809,13
2025-11-12T12:00:59.622562,10.0,-75.214105636468,14
2025-11-12T12:00:59.638509,10.0,-69.06547658184107,15
2025-11-12T12:00:59.652501,10.0,-74.64574520475459,16
2025-11-12T12:00:59.664336,10.0,-60.553252924156894,17
2025-11-12T12:00:59.678453,10.0,-69.28698543701192,18
2025-11-12T12:00:59.691582,10.0,-67.45873271424416,19
2025-11-12T12:00:59.705154,10.0,-72.40145506858623,20
2025-11-12T12:00:59.717296,10.0,-64.21806106360049,21
2025-11-12T12:00:59.730539,10.0,-68.33757763241752,22
2025-11-12T12:00:59.744088,10.0,-72.35270363436508,23
2025-11-12T12:00:59.757429,10.0,-72.2738655905986,24
2025-11-12T12:00:59.771266,10.0,-67.4341565198508,25
2025-11-12T12:00:59.782542,10.0,-79.46859591601662,26
2025-11-12T12:00:59.795456,10.0,-69.22201825941949,27
2025-11-12T12:00:59.809061,10.0,-64.05367110024669,28
2025-11-12T12:00:59.823026,10.0,-78.79520906934604,29
2025-11-12T12:00:59.835697,10.0,-63.08020257982815,30
2025-11-12T12:09:30.417117,10.0,-66.97332582034286,0
2025-11-12T12:09:30.432714,10.0,-79.76217261236789,1
2025-11-12T12:09:30.446720,10.0,-77.43715710359956,2
2025-11-12T12:09:30.465676,10.0,-64.09051916335686,3
2025-11-12T12:09:30.479375,10.0,-71.3821660101696,4
2025-11-12T12:09:30.493531,10.0,-79.51183040475425,5
2025-11-12T12:09:30.508150,10.0,-60.59395885863613,6
2025-11-12T12:09:30.523307,10.0,-63.38485453472823,7
2025-11-12T12:09:30.537394,10.0,-64.68611534361696,8
2025-11-12T12:09:30.551242,10.0,-71.95451132487648,9
2025-11-12T12:09:30.564933,10.0,-61.46210055963714,10
2025-11-12T12:09:30.578131,10.0,-74.24444501815648,11
2025-11-12T12:09:30.593343,10.0,-72.99481338719414,12
2025-11-12T12:09:30.606659,10.0,-77.13460202708016,13
2025-11-12T12:09:30.619477,10.0,-73.63481430983347,14
2025-11-12T12:09:30.633006,10.0,-69.83463590747374,15
2025-11-12T12:09:30.646319,10.0,-67.1875807075468,16
2025-11-12T12:09:30.660391,10.0,-60.930137561024466,17
2025-11-12T12:09:30.674944,10.0,-77.06434459350442,18
2025-11-12T12:09:30.687998,10.0,-71.30703572788107,19
