Timestamp,Power,Result,PatternRIS0,PatternRIS1
2026-04-09T14:57:15.911404,10.0,-49.65903282165527,0,0
2026-04-09T14:57:16.127801,10.0,-49.70911502838135,1,0
2026-04-09T14:57:16.342824,10.0,-49.897475242614746,2,0
2026-04-09T14:57:16.560691,10.0,-49.86422061920166,3,0
2026-04-09T14:57:16.778162,10.0,-49.769344329833984,4,0
2026-04-09T14:57:16.998892,10.0,-49.853787422180176,5,0
2026-04-09T14:57:17.215885,10.0,-49.82224464416504,6,0
2026-04-09T14:57:17.432799,10.0,-49.717488288879395,7,0
2026-04-09T14:57:17.645656,10.0,-49.607486724853516,8,0
2026-04-09T14:57:17.862298,10.0,-49.642577171325684,9,0
2026-04-09T14:57:18.079004,10.0,-49.45333480834961,10,0
2026-04-09T14:57:18.298894,10.0,-49.651336669921875,11,0
2026-04-09T14:57:18.516113,10.0,-49.63019371032715,12,0
2026-04-09T14:57:18.734042,10.0,-49.603590965270996,13,0
2026-04-09T14:57:18.948980,10.0,-49.73757743835449,14,0
2026-04-09T14:57:19.166471,10.0,-49.62404727935791,15,0
2026-04-09T14:57:19.382746,10.0,-49.75018501281738,16,0
2026-04-09T14:57:19.599184,10.0,-49.78485107421875,17,0
2026-04-09T14:57:19.816156,10.0,-49.78557586669922,18,0
2026-04-09T14:57:20.033088,10.0,-49.83803749084473,19,0
2026-04-09T14:57:20.250270,10.0,-49.977288246154785,20,0
2026-04-09T14:57:20.467352,10.0,-49.97631549835205,21,0
2026-04-09T14:57:20.684357,10.0,-49.82685089111328,22,0
2026-04-09T14:57:20.904090,10.0,-49.75447654724121,23,0
2026-04-09T14:57:21.121898,10.0,-49.70895290374756,24,0
2026-04-09T14:57:21.336397,10.0,-49.631171226501465,25,0
2026-04-09T14:57:21.553458,10.0,-49.589595794677734,26,0
2026-04-09T14:57:21.770378,10.0,-49.77480411529541,27,0
2026-04-09T14:57:21.987432,10.0,-49.65310096740723,28,0
2026-04-09T14:57:22.207016,10.0,-49.57000732421875,29,0
2026-04-09T14:57:22.421148,10.0,-49.52837944030762,30,0
2026-04-09T14:57:22.638442,10.0,-49.59022045135498,31,0
2026-04-09T14:57:22.856511,10.0,-49.51937675476074,0,0
2026-04-09T14:57:23.075134,10.0,-49.607224464416504,0,1
2026-04-09T14:57:23.292630,10.0,-49.6513557434082,0,2
2026-04-09T14:57:23.506891,10.0,-49.60528373718262,0,3
2026-04-09T14:57:23.727217,10.0,-49.6614933013916,0,4
2026-04-09T14:57:23.944761,10.0,-49.58046913146973,0,5
2026-04-09T14:57:24.158462,10.0,-49.614129066467285,0,6
2026-04-09T14:57:24.375448,10.0,-49.65183734893799,0,7
2026-04-09T14:57:24.594921,10.0,-49.54765319824219,0,8
2026-04-09T14:57:24.812283,10.0,-49.50578212738037,0,9
2026-04-09T14:57:25.026351,10.0,-49.471917152404785,0,10
2026-04-09T14:57:25.243644,10.0,-49.47896957397461,0,11
2026-04-09T14:57:25.464007,10.0,-49.3826961517334,0,12
2026-04-09T14:57:25.678150,10.0,-49.18081283569336,0,13
2026-04-09T14:57:25.895195,10.0,-48.64072322845459,0,14
2026-04-09T14:57:26.114710,10.0,-49.0955924987793,0,15
2026-04-09T14:57:26.331034,10.0,-49.29093360900879,0,16
2026-04-09T14:57:26.545227,10.0,-49.06989097595215,0,17
2026-04-09T14:57:26.762960,10.0,-49.34783458709717,0,18
2026-04-09T14:57:26.979288,10.0,-48.71899127960205,0,19
2026-04-09T14:57:27.198392,10.0,-49.4587516784668,0,20
2026-04-09T14:57:27.411908,10.0,-48.5022497177124,0,21
2026-04-09T14:57:27.628872,10.0,-48.61443519592285,0,22
2026-04-09T14:57:27.848956,10.0,-48.389201164245605,0,23
2026-04-09T14:57:28.062308,10.0,-48.889360427856445,0,24
2026-04-09T14:57:28.278364,10.0,-49.09154415130615,0,25
2026-04-09T14:57:28.494290,10.0,-49.30368423461914,0,26
