Timestamp,Power,Result,PatternRIS0,PatternRIS1
2026-05-11T17:41:05.172966,10.0,-63.33558091486402,0,0
2026-05-11T17:41:05.184748,10.0,-63.42239128827244,1,0
2026-05-11T17:41:05.188638,10.0,-74.4723046912576,2,0
2026-05-11T17:41:05.192183,10.0,-76.35513050409553,0,0
2026-05-11T17:41:05.195632,10.0,-64.49701264317869,0,1
2026-05-11T17:41:05.199003,10.0,-72.72101577295427,0,2
2026-05-11T17:49:08.486531,10.0,-61.78356844266792,0,0
2026-05-11T17:49:08.494312,10.0,-79.09225220666248,1,0
2026-05-11T17:49:08.497770,10.0,-64.02103011445398,2,0
2026-05-11T17:49:08.501248,10.0,-61.21182468022631,3,0
2026-05-11T17:49:08.504782,10.0,-79.28332578874982,4,0
2026-05-11T17:49:08.508135,10.0,-68.55455506194896,5,0
2026-05-11T17:49:08.511552,10.0,-76.46183562934407,6,0
2026-05-11T17:49:08.514874,10.0,-62.943485108737306,7,0
2026-05-11T17:49:08.518373,10.0,-63.13670064151887,8,0
2026-05-11T17:49:08.521970,10.0,-78.69326586900372,9,0
2026-05-11T17:49:08.525477,10.0,-60.64720917604717,10,0
2026-05-11T17:49:08.528754,10.0,-75.32425491357246,11,0
2026-05-11T17:49:08.532023,10.0,-70.90883674208155,12,0
2026-05-11T17:49:08.535367,10.0,-78.51008140965877,13,0
2026-05-11T17:49:08.539228,10.0,-72.89684768856783,14,0
2026-05-11T17:49:08.542549,10.0,-73.98257007574837,15,0
2026-05-11T17:49:08.545813,10.0,-78.97976996493564,16,0
2026-05-11T17:49:08.548976,10.0,-75.87918292644378,17,0
2026-05-11T17:49:08.552209,10.0,-75.30332875390671,18,0
2026-05-11T17:49:08.555616,10.0,-74.03465571214721,19,0
2026-05-11T17:49:08.559213,10.0,-75.11908613056467,20,0
2026-05-11T17:49:08.562894,10.0,-68.63924745525492,21,0
2026-05-11T17:49:08.566216,10.0,-66.56928192332211,22,0
2026-05-11T17:49:08.569523,10.0,-73.09463544764739,23,0
2026-05-11T17:49:08.573021,10.0,-60.02885191926484,24,0
2026-05-11T17:49:08.576414,10.0,-79.34401140505825,25,0
2026-05-11T17:49:08.579712,10.0,-64.19951144583627,26,0
2026-05-11T17:49:08.583126,10.0,-64.1648561879839,27,0
2026-05-11T17:49:08.586456,10.0,-71.13236557272523,28,0
2026-05-11T17:49:08.589657,10.0,-68.3649085381466,29,0
2026-05-11T17:49:08.592854,10.0,-61.150093797033584,30,0
2026-05-11T17:49:08.596037,10.0,-68.90025045162021,31,0
2026-05-11T17:49:08.599379,10.0,-62.477060047326574,0,0
2026-05-11T17:49:08.602951,10.0,-69.78725727474743,0,1
2026-05-11T17:49:08.606509,10.0,-70.82425027130158,0,2
2026-05-11T17:49:08.611129,10.0,-77.78515445732347,0,3
2026-05-11T17:49:08.614600,10.0,-68.72442561685328,0,4
2026-05-11T17:49:08.617872,10.0,-69.14006225727063,0,5
2026-05-11T17:49:08.621361,10.0,-63.9228823462203,0,6
2026-05-11T17:49:08.624711,10.0,-75.03160980181602,0,7
2026-05-11T17:49:08.627933,10.0,-65.51434220620055,0,8
2026-05-11T17:49:08.631114,10.0,-63.47514607567781,0,9
2026-05-11T17:49:08.634579,10.0,-67.0648267271295,0,10
2026-05-11T17:49:08.638271,10.0,-62.38279569226836,0,11
2026-05-11T17:49:08.641806,10.0,-73.87665410636595,0,12
2026-05-11T17:49:08.645254,10.0,-77.94850469329627,0,13
2026-05-11T17:49:08.648546,10.0,-66.3027837185416,0,14
2026-05-11T17:49:08.651686,10.0,-62.74700049056716,0,15
2026-05-11T17:49:08.655065,10.0,-76.90652008318295,0,16
2026-05-11T17:49:08.658531,10.0,-71.61305773613707,0,17
2026-05-11T17:49:08.662002,10.0,-64.54842093587484,0,18
2026-05-11T17:49:08.665438,10.0,-79.50278199536446,0,19
2026-05-11T17:49:08.668743,10.0,-68.29346166752372,0,20
2026-05-11T17:49:08.672060,10.0,-77.46734652515168,0,21
2026-05-11T17:49:08.675377,10.0,-62.05303308024349,0,22
2026-05-11T17:49:08.679014,10.0,-63.16267135446064,0,23
2026-05-11T17:49:08.682386,10.0,-79.83454297299237,0,24
2026-05-11T17:49:08.685686,10.0,-72.10374513756629,0,25
2026-05-11T17:49:08.688942,10.0,-66.0672865676184,0,26
2026-05-11T17:49:08.692585,10.0,-72.28762182741711,0,27
2026-05-11T17:49:08.695944,10.0,-64.93555599013551,0,28
2026-05-11T17:49:08.699202,10.0,-61.04938756445329,0,29
2026-05-11T17:49:08.702499,10.0,-71.37853883814007,0,30
2026-05-11T17:49:08.706157,10.0,-62.606555936137504,0,31
2026-05-11T17:49:23.090347,10.0,-60.68565584840735,0,0
2026-05-11T17:49:23.095577,10.0,-71.39313457331036,1,0
2026-05-11T17:49:23.099143,10.0,-66.98835964488796,2,0
2026-05-11T17:49:23.102686,10.0,-66.43664662937465,3,0
2026-05-11T17:49:23.106076,10.0,-61.724946844309585,4,0
2026-05-11T17:49:23.109354,10.0,-70.92130739099262,5,0
2026-05-11T17:49:23.112640,10.0,-63.17916575912932,6,0
2026-05-11T17:49:23.115975,10.0,-65.11310852452736,7,0
2026-05-11T17:49:23.119323,10.0,-70.29546322902272,8,0
2026-05-11T17:49:23.122539,10.0,-65.63580437060553,9,0
2026-05-11T17:49:23.125896,10.0,-61.33571161355769,10,0
2026-05-11T17:49:23.129533,10.0,-70.53140173697972,11,0
2026-05-11T17:49:23.132932,10.0,-69.79239274743784,12,0
2026-05-11T17:49:23.136231,10.0,-73.09423332337515,13,0
2026-05-11T17:49:23.139555,10.0,-62.91977384664182,14,0
2026-05-11T17:49:23.143056,10.0,-75.63615172284632,15,0
2026-05-11T17:49:23.146669,10.0,-64.0079687133765,16,0
2026-05-11T17:49:23.150117,10.0,-73.4938373919865,17,0
2026-05-11T17:49:23.153423,10.0,-71.86689524975904,18,0
2026-05-11T17:49:23.156768,10.0,-69.91422784835802,19,0
2026-05-11T17:49:23.160104,10.0,-63.317783391782484,20,0
2026-05-11T17:49:23.163623,10.0,-75.16679989673524,21,0
2026-05-11T17:49:23.167286,10.0,-75.25570034358472,22,0
2026-05-11T17:49:23.170688,10.0,-79.24606607678062,23,0
2026-05-11T17:49:23.173853,10.0,-60.27014979194682,24,0
2026-05-11T17:49:23.177413,10.0,-78.89431767663156,25,0
2026-05-11T17:49:23.180906,10.0,-63.439156947627865,26,0
2026-05-11T17:49:23.184346,10.0,-66.38013624297675,27,0
2026-05-11T17:49:23.187697,10.0,-64.33922807836817,28,0
2026-05-11T17:49:23.190755,10.0,-73.09585263397597,29,0
2026-05-11T17:49:23.194112,10.0,-62.96239344017091,30,0
2026-05-11T17:49:23.197428,10.0,-64.41952080531478,31,0
2026-05-11T17:49:23.200599,10.0,-62.873969366284015,0,0
2026-05-11T17:49:23.203988,10.0,-74.46940447784631,0,1
2026-05-11T17:49:23.207479,10.0,-72.07277755634915,0,2
2026-05-11T17:49:23.210783,10.0,-66.65332971089218,0,3
2026-05-11T17:49:23.214531,10.0,-79.69439451062202,0,4
2026-05-11T17:49:23.217835,10.0,-78.64345591427424,0,5
2026-05-11T17:49:23.222315,10.0,-60.920555327286195,0,6
2026-05-11T17:49:23.225569,10.0,-60.31059551754538,0,7
2026-05-11T17:49:23.228780,10.0,-62.225156800267996,0,8
2026-05-11T17:49:23.232041,10.0,-68.3372594936731,0,9
2026-05-11T17:49:23.235278,10.0,-68.42989731329448,0,10
2026-05-11T17:49:23.238529,10.0,-60.82250631670222,0,11
2026-05-11T17:49:23.241804,10.0,-62.65828751642954,0,12
2026-05-11T17:49:23.245411,10.0,-68.93659907517596,0,13
2026-05-11T17:49:23.249075,10.0,-70.545523137962,0,14
2026-05-11T17:49:23.252572,10.0,-77.33449152082203,0,15
2026-05-11T17:49:23.256151,10.0,-61.92541457263775,0,16
2026-05-11T17:49:23.259498,10.0,-60.651443071738484,0,17
2026-05-11T17:49:23.262947,10.0,-65.40880401454268,0,18
2026-05-11T17:49:23.266268,10.0,-72.49210111453067,0,19
2026-05-11T17:49:23.269491,10.0,-72.87733443509623,0,20
2026-05-11T17:49:23.272785,10.0,-62.17524719735902,0,21
2026-05-11T17:49:23.276057,10.0,-64.4886975940878,0,22
2026-05-11T17:49:23.279393,10.0,-74.91350068391941,0,23
2026-05-11T17:49:23.282908,10.0,-75.57923003222724,0,24
2026-05-11T17:49:23.286257,10.0,-71.46738721556729,0,25
2026-05-11T17:49:23.289519,10.0,-75.37055577469302,0,26
2026-05-11T17:49:23.292800,10.0,-63.452546262515405,0,27
2026-05-11T17:49:23.296223,10.0,-78.45916116845882,0,28
2026-05-11T17:49:23.299692,10.0,-60.69799554822497,0,29
2026-05-11T17:49:23.302991,10.0,-78.66143864216279,0,30
2026-05-11T17:49:23.306217,10.0,-70.91776732053988,0,31
