Timestamp,Step,Power,Result
2026-05-11T17:41:05.204183,1,-30,-61.76344248086163
2026-05-11T17:41:05.309591,2,-30,-74.4258895736805
2026-05-11T17:41:05.415805,3,-30,-73.93124327539044
2026-05-11T17:41:05.521608,4,-30,-60.11067234414821
2026-05-11T17:41:05.627488,5,-30,-69.76147817992184
2026-05-11T17:41:05.733421,6,-30,-63.692118508153015
2026-05-11T17:41:05.838637,7,-30,-72.77151506852651
2026-05-11T17:41:05.943958,8,-30,-79.78756453652942
2026-05-11T17:41:06.050023,9,-30,-60.750238965031755
2026-05-11T17:41:06.155605,10,-30,-68.20670276146845
2026-05-11T17:41:06.159747,11,Noise,-73.67594475231245
2026-05-11T17:41:06.264542,12,Noise,-65.82805249687839
2026-05-11T17:41:06.369849,13,Noise,-78.06451740205434
2026-05-11T17:41:06.475331,14,Noise,-63.121774930209924
2026-05-11T17:41:06.580449,15,Noise,-78.19134664177191
2026-05-11T17:41:06.685793,16,Noise,-76.13312814389185
2026-05-11T17:41:06.790956,17,Noise,-69.22861863370461
2026-05-11T17:41:06.896664,18,Noise,-63.511746909546645
2026-05-11T17:41:07.002846,19,Noise,-79.27781630961094
2026-05-11T17:41:07.108100,20,Noise,-61.23509969567984
2026-05-11T17:49:08.720744,1,-30,-72.83104429670401
2026-05-11T17:49:08.825373,2,-30,-77.26057439886145
2026-05-11T17:49:08.930720,3,-30,-74.74243933247442
2026-05-11T17:49:09.034750,4,-30,-60.17944173111562
2026-05-11T17:49:09.138481,5,-30,-77.66342542732058
2026-05-11T17:49:09.242297,6,-30,-79.52255435314211
2026-05-11T17:49:09.347159,7,-30,-71.36436952722899
2026-05-11T17:49:09.451460,8,-30,-62.902129772318304
2026-05-11T17:49:09.556678,9,-30,-73.40652533080059
2026-05-11T17:49:09.662062,10,-30,-74.50114208574752
2026-05-11T17:49:09.666323,11,Noise,-73.54039014831476
2026-05-11T17:49:09.770425,12,Noise,-79.74090117266914
2026-05-11T17:49:09.874951,13,Noise,-67.23209262036252
2026-05-11T17:49:09.980563,14,Noise,-66.824929514516
2026-05-11T17:49:10.084726,15,Noise,-70.3141963457505
2026-05-11T17:49:10.190181,16,Noise,-69.57592570308876
2026-05-11T17:49:10.294759,17,Noise,-65.44040140651632
2026-05-11T17:49:10.398731,18,Noise,-63.70946702314681
2026-05-11T17:49:10.503236,19,Noise,-68.7498589064855
2026-05-11T17:49:10.608209,20,Noise,-74.49857887445802
2026-05-11T17:49:23.320329,1,-30,-68.21071384944834
2026-05-11T17:49:23.425936,2,-30,-79.47322056888818
2026-05-11T17:49:23.531243,3,-30,-78.4670230106811
2026-05-11T17:49:23.636076,4,-30,-77.80515968999671
2026-05-11T17:49:23.741641,5,-30,-75.68464678481661
2026-05-11T17:49:23.847217,6,-30,-63.96583027838005
2026-05-11T17:49:23.952990,7,-30,-76.55966562252296
2026-05-11T17:49:24.058197,8,-30,-67.24862917828509
2026-05-11T17:49:24.163425,9,-30,-67.9284600954139
2026-05-11T17:49:24.269249,10,-30,-74.76795634161594
2026-05-11T17:49:24.273515,11,Noise,-78.61931092101575
2026-05-11T17:49:24.377243,12,Noise,-66.55240887529315
2026-05-11T17:49:24.481464,13,Noise,-61.81618116643999
2026-05-11T17:49:24.586674,14,Noise,-60.258141092274194
2026-05-11T17:49:24.691841,15,Noise,-63.6689262555754
2026-05-11T17:49:24.797241,16,Noise,-69.16334659773966
2026-05-11T17:49:24.902014,17,Noise,-67.99618160740299
2026-05-11T17:49:25.007050,18,Noise,-70.23216751311583
2026-05-11T17:49:25.112619,19,Noise,-73.04578954699875
2026-05-11T17:49:25.218020,20,Noise,-72.5980301860428
2026-05-11T17:51:26.086770,1,-30,-76.72983916642762
2026-05-11T17:51:26.191727,2,-30,-67.49518001532529
2026-05-11T17:51:26.297121,3,-30,-76.21003439489473
2026-05-11T17:51:26.401673,4,-30,-60.113399743893225
2026-05-11T17:51:26.507528,5,-30,-66.74554893573846
2026-05-11T17:51:26.611710,6,-30,-63.8826019927488
2026-05-11T17:51:26.716380,7,-30,-77.11276294541331
2026-05-11T17:51:26.822327,8,-30,-77.8580862828955
2026-05-11T17:51:26.927594,9,-30,-79.04801605429418
2026-05-11T17:51:27.031558,10,-30,-75.03038882246713
2026-05-11T17:51:27.035523,11,Noise,-75.85192842681062
2026-05-11T17:51:27.140456,12,Noise,-68.67792288231273
2026-05-11T17:51:27.246034,13,Noise,-64.31057663521226
2026-05-11T17:51:27.351422,14,Noise,-65.890946290052
2026-05-11T17:51:27.456715,15,Noise,-70.85836077291675
2026-05-11T17:51:27.562069,16,Noise,-65.18214233038904
2026-05-11T17:51:27.667841,17,Noise,-66.40806979657258
2026-05-11T17:51:27.772599,18,Noise,-71.7250065280945
2026-05-11T17:51:27.877901,19,Noise,-60.0782281340568
2026-05-11T17:51:27.983276,20,Noise,-71.15065712513906
2026-05-11T18:05:02.116789,1,-30,-70.26892356821959
2026-05-11T18:05:02.221704,2,-30,-79.51029993995395
2026-05-11T18:05:02.326831,3,-30,-74.86053516222057
2026-05-11T18:05:02.432179,4,-30,-76.93488985097842
2026-05-11T18:05:02.537460,5,-30,-60.081560003808036
2026-05-11T18:05:02.642603,6,-30,-64.15056671176133
2026-05-11T18:05:02.748290,7,-30,-71.27090429864816
2026-05-11T18:05:02.853259,8,-30,-67.4733100589165
2026-05-11T18:05:02.958745,9,-30,-79.67599696569455
2026-05-11T18:05:03.063242,10,-30,-69.6065568533179
2026-05-11T18:05:03.067156,11,Noise,-75.73963775063548
2026-05-11T18:05:03.172108,12,Noise,-69.86059389855052
2026-05-11T18:05:03.276221,13,Noise,-70.5291423311249
2026-05-11T18:05:03.381816,14,Noise,-70.32848774152346
2026-05-11T18:05:03.486165,15,Noise,-72.35856312383314
2026-05-11T18:05:03.591088,16,Noise,-77.93315605219328
2026-05-11T18:05:03.696650,17,Noise,-69.58233783917456
2026-05-11T18:05:03.802674,18,Noise,-66.99917847672994
2026-05-11T18:05:03.907921,19,Noise,-65.12251590163855
2026-05-11T18:05:04.012247,20,Noise,-65.26320769650911
2026-05-11T18:23:46.815979,1,-30,-79.10291501543063
2026-05-11T18:23:46.921298,2,-30,-72.54580579047291
2026-05-11T18:23:47.025739,3,-30,-71.63576932072984
2026-05-11T18:23:47.129322,4,-30,-60.822825565910776
2026-05-11T18:23:47.234773,5,-30,-64.59459882082933
2026-05-11T18:23:47.340233,6,-30,-72.4007167701169
2026-05-11T18:23:47.444146,7,-30,-62.67398745295081
2026-05-11T18:23:47.549337,8,-30,-63.27516782916409
2026-05-11T18:23:47.655062,9,-30,-75.62139457737833
2026-05-11T18:23:47.759437,10,-30,-75.8769508339875
2026-05-11T18:23:47.763266,11,Noise,-64.44477549242212
2026-05-11T18:23:47.868488,12,Noise,-72.98535329743667
2026-05-11T18:23:47.973309,13,Noise,-71.83629166370706
2026-05-11T18:23:48.078563,14,Noise,-61.8056157682217
2026-05-11T18:23:48.183717,15,Noise,-71.47347899705109
2026-05-11T18:23:48.287752,16,Noise,-72.39088399919652
2026-05-11T18:23:48.392102,17,Noise,-67.40195580741133
2026-05-11T18:23:48.496900,18,Noise,-77.62156477633218
2026-05-11T18:23:48.602168,19,Noise,-64.56633770377013
2026-05-11T18:23:48.707408,20,Noise,-61.10778401722766
2026-05-11T19:59:36.840953,1,-30,-72.37804083934766
2026-05-11T19:59:36.946476,2,-30,-75.89675317747884
2026-05-11T19:59:37.052261,3,-30,-76.12940939641258
2026-05-11T19:59:37.157794,4,-30,-63.064998541526435
2026-05-11T19:59:37.262932,5,-30,-67.85849287095749
2026-05-11T19:59:37.367536,6,-30,-77.85274494537336
2026-05-11T19:59:37.472675,7,-30,-63.48327240957683
2026-05-11T19:59:37.578007,8,-30,-65.72877016440657
2026-05-11T19:59:37.681999,9,-30,-69.43606403737017
2026-05-11T19:59:37.787501,10,-30,-66.0291420274257
2026-05-11T19:59:37.791661,11,Noise,-71.03574630277018
2026-05-11T19:59:37.896635,12,Noise,-72.74530397868662
2026-05-11T19:59:38.002519,13,Noise,-65.73959492813012
2026-05-11T19:59:38.107881,14,Noise,-69.9026520142522
